epoch,train_loss,val_loss,val_snr
1,130.05835782564603,30.900371551513672,-21.771113872528076
2,21.030579357356814,9.347040176391602,-16.415318250656128
3,7.091357597937951,3.94248366355896,-12.461985349655151
4,3.7061947204254486,3.0091724395751953,-11.207888126373291
5,2.772475093275636,2.468423843383789,-10.27641773223877
